Dex,Pokemon,Primary Type,Secondary Type,Level,Rarity,Sky,Light,Time,Weather,Biomes (Wiki),Anti-Biomes (Wiki),Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase (Wiki),Anti-Moon Phase (Wiki),Presets,Gen #,Labels,Egg Groups,Spawn Weight,Context,Spawn ID,Species Archive,Spawn Directory,Species Directory
#0019,Rattata,Normal,-----,1-25,Common,Any,8 - 15,Night,Any,Grassland,Spooky,,,,,,,Natural,Gen 1,Kanto Regional,Field,9,Grounded,rattata-1,generation1/rattata.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0019,Rattata,Normal,-----,1-25,Common,Any,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 1,Kanto Regional,Field,9,Grounded,rattata-2,generation1/rattata.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0019,Rattata,Normal,-----,1-25,Uncommon,CANNOT SEE,Any,Any,Any,Overworld,Deep Dark,,,,,,,Derelict,Gen 1,Kanto Regional,Field,9,Grounded,rattata-3,generation1/rattata.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0019,Rattata Alolan,Dark,Normal,1-25,Common,Any,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 1,Kanto Regional,Field,9,Grounded,rattata-alolan-4,generation1/rattata.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0019,Rattata Alolan,Dark,Normal,1-25,Uncommon,CANNOT SEE,Any,Any,Any,Overworld,Deep Dark,,,,,,,Derelict,Gen 1,Kanto Regional,Field,9,Grounded,rattata-alolan-5,generation1/rattata.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0019,Rattata Alolan,Dark,Normal,1-25,Common,Any,8 - 15,Night,Any,Spooky,,,,,,,,Natural,Gen 1,Kanto Regional,Field,9,Grounded,rattata-alolan-6,generation1/rattata.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0019,Rattata Alolan,Dark,Normal,1-25,Uncommon,CANNOT SEE,Any,Any,Any,Spooky,,,,,,,,Derelict,Gen 1,Kanto Regional,Field,9,Grounded,rattata-alolan-7,generation1/rattata.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0384,Rayquaza,Dragon,Flying,50-70,Ultra-Rare,Any,Any,Day,Clear,Floral,,,,,,,,,Gen 3,Legendary,Undiscovered,1,Grounded,rayquaza-1,generation3/rayquaza.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0378,Regice,Ice,-----,50-70,Ultra-Rare,MUST SEE,Any,Any,Any,Glacial,,,,,,,,Natural,Gen 3,Legendary,Undiscovered,1,Grounded,regice-1,generation3/regice.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0486,Regigigas,Normal,-----,50-70,Ultra-Rare,MUST SEE,Any,Any,Any,Peak,,,,,,,,Natural,Gen 4,Legendary,Undiscovered,1,Grounded,regigigas-1,generation4/regigigas.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0377,Regirock,Rock,-----,50-70,Ultra-Rare,MUST SEE,Any,Any,Any,Desert,,,,,,,,Natural,Gen 3,Legendary,Undiscovered,1,Grounded,regirock-1,generation3/regirock.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0379,Registeel,Steel,-----,50-70,Ultra-Rare,MUST SEE,Any,Any,Any,Peak,,,,,,,,Natural,Gen 3,Legendary,Undiscovered,1,Grounded,registeel-1,generation3/registeel.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0369,Relicanth,Water,Rock,24-49,Uncommon,Any,Any,Any,Any,Deep Ocean,,,,,,,,Underwater,Gen 3,,"Water_1, Water_2",2,Submerged,relicanth-1,generation3/relicanth.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0369,Relicanth,Water,Rock,24-49,Common,MUST SEE,Any,Any,Any,Ocean,,,,,,,,"Underwater, Ocean_Ruins",Gen 3,,"Water_1, Water_2",20,Submerged,relicanth-2,generation3/relicanth.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0369,Relicanth,Water,Rock,24-49,Rare,Any,0 - 7,Any,Any,Overworld,Ocean,,,,,,,Underwater,Gen 3,,"Water_1, Water_2",10,Submerged,relicanth-3,generation3/relicanth.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0953,Rellor,Bug,-----,5-50,Uncommon,Any,Any,Any,Any,Jungle,,,,,,,,Natural,Gen 9,,Bug,0.9,Grounded,rellor-1,generation9/rellor.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0643,Reshiram,Dragon,Fire,50-70,Ultra-Rare,Any,Any,Day,Clear,Mountain,,,,,,,,Natural,Gen 5,Legendary,Undiscovered,1,Grounded,reshiram-1,generation5/reshiram.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0643,Reshiram,Dragon,Fire,50-70,Ultra-Rare,Any,Any,Any,Any,Nether,,,,,,,,,Gen 5,Legendary,Undiscovered,1,Grounded,reshiram-2,generation5/reshiram.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0579,Reuniclus,Psychic,-----,41-60,Ultra-Rare,MUST SEE,Any,Day,Any,Magical,,,,,,,,Natural,Gen 5,,Amorphous,3,Grounded,reuniclus-1,generation5/reuniclus.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0966,Revavroom,Steel,Poison,40-50,Uncommon,Any,8 - 15,Any,Any,Badlands,,,,,,,,Natural,Gen 9,,Mineral,0.6,Grounded,revavroom-1,generation9/revavroom.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0966,Revavroom,Steel,Poison,40-50,Uncommon,Any,8 - 15,Any,Any,Overworld,,,,CONCRETE,,,,,Gen 9,,Mineral,0.6,Grounded,revavroom-2,generation9/revavroom.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0112,Rhydon,Ground,Rock,42-49,Common,Any,8 - 15,Any,Any,Savanna,,,,,,,,"Natural, Wild",Gen 1,,"Monster, Field",0.18,Grounded,rhydon-1,generation1/rhydon.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0111,Rhyhorn,Ground,Rock,10-35,Common,Any,8 - 15,Any,Any,Savanna,,,,,,,,"Natural, Wild",Gen 1,,"Monster, Field",1.8,Grounded,rhyhorn-1,generation1/rhyhorn.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0464,Rhyperior,Ground,Rock,44-54,Common,Any,8 - 15,Any,Any,Hills,,,,,,,,"Natural, Wild",Gen 4,,"Monster, Field",0.02,Grounded,rhyperior-1,generation4/rhyperior.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0743,Ribombee,Bug,Fairy,25-46,Common,Any,8 - 15,Day,Clear,Floral,,,,,,,,Natural,Gen 7,,"Bug, Fairy",1,Grounded,ribombee-1,generation7/ribombee.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0743,Ribombee,Bug,Fairy,25-46,Common,Any,8 - 15,Day,Clear,Overworld,Floral,,,,,,,"Natural, Flowers",Gen 7,,"Bug, Fairy",0.2,Grounded,ribombee-2,generation7/ribombee.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0743,Ribombee,Bug,Fairy,25-46,Common,Any,Any,Any,Any,"Floral Meadow, Pollinated Fields",,,Sempiternal Sanctums,,,,,,Gen 7,,"Bug, Fairy",18,Grounded,ribombee-3,generation7/ribombee.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0812,Rillaboom,Grass,-----,35-53,Ultra-Rare,Any,8 - 15,Any,Any,"Jungle, Tropical Island",,,,,,,,"Natural, Treetop",Gen 8,,"Field, Grass",0.1,Grounded,rillaboom-1,generation8/rillaboom.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0447,Riolu,Fighting,-----,4-29,Rare,Any,8 - 15,Any,Any,Mountain,,,,,,,,"Natural, Wild",Gen 4,Baby,Undiscovered,9,Grounded,riolu-1,generation4/riolu.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#1005,Roaring Moon,Dragon,Dark,50-70,Ultra-Rare,Any,Any,Night,Any,Mountain,,,,,,,,,Gen 9,Paradox,Undiscovered,3,Grounded,roaringmoon-1,generation9/roaringmoon.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0744,Rockruff,Rock,-----,5-20,Uncommon,MUST SEE,Any,Any,Any,Hills,,,,,,,,,Gen 7,,Field,5.8,Grounded,rockruff-1,generation7/rockruff.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0524,Roggenrola,Rock,-----,3-28,Common,Any,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 5,,Mineral,9,Grounded,roggenrola-1,generation5/roggenrola.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0524,Roggenrola,Rock,-----,3-28,Uncommon,Any,0 - 7,Any,Any,Deep Dark,,,,,,,,Natural,Gen 5,,Mineral,9,Grounded,roggenrola-2,generation5/roggenrola.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0821,Rookidee,Flying,-----,1-25,Common,Any,8 - 15,Day,Any,"Hills, Sky, Spooky, Taiga",Arid,,,,,,,"Natural, Treetop",Gen 8,,Flying,9,Grounded,rookidee-1,generation8/rookidee.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0315,Roselia,Grass,Poison,23-40,Common,Any,8 - 15,Any,Any,Floral,,,,,,,,Natural,Gen 3,,"Fairy, Grass",0.9,Grounded,roselia-1,generation3/roselia.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0315,Roselia,Grass,Poison,23-40,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 3,,"Fairy, Grass",0.9,Grounded,roselia-2,generation3/roselia.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0407,Roserade,Grass,Poison,35-52,Common,Any,8 - 15,Any,Any,Floral,,,,,,,,Natural,Gen 4,,"Fairy, Grass",0.1,Grounded,roserade-1,generation4/roserade.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0407,Roserade,Grass,Poison,35-52,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 4,,"Fairy, Grass",0.1,Grounded,roserade-2,generation4/roserade.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0722,Rowlet,Grass,Flying,5-32,Ultra-Rare,Any,8 - 15,Any,Any,"Forest, Taiga",Freezing,,,,,,,"Natural, Treetop",Gen 7,,Flying,9,Grounded,rowlet-1,generation7/rowlet.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0722,Rowlet Hisuian,Grass,Flying,5-32,Ultra-Rare,Any,8 - 15,Any,Any,"Snowy Forest, Snowy Taiga",,,,,,,,"Natural, Treetop",Gen 7,,Flying,9,Grounded,rowlet-hisui-3,generation7/rowlet.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0867,Runerigus,Ground,Ghost,34-43,Uncommon,Any,Any,Any,Any,,,,,Stone Bricks,"Stone Bricks, Cracked Stone Bricks, Mossy Stone Bricks",,,,Gen 8,,"Mineral, Amorphous",2,Grounded,runerigus-1,generation8/runerigus.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0867,Runerigus,Ground,Ghost,34-43,Common,Any,Any,Night,Any,Overworld,,,,,,,,Ruins,Gen 8,,"Mineral, Amorphous",1,Grounded,runerigus-2,generation8/runerigus.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0302,Sableye,Dark,Ghost,13-38,Common,Any,0 - 7,Any,Any,Overworld,,,,,,,,"Natural, Gemstones",Gen 3,,Human_Like,10,Grounded,sableye-1,generation3/sableye.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0302,Sableye,Dark,Ghost,13-38,Rare,Any,0 - 7,Any,Any,Deep Dark,,,,,,,,Natural,Gen 3,,Human_Like,10,Grounded,sableye-2,generation3/sableye.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0302,Sableye,Dark,Ghost,13-38,Common,Any,Any,Any,Any,"Crystal Canyon, Crystalline Chasm",,,Sempiternal Sanctums,,,,,,Gen 3,,Human_Like,2,Grounded,sableye-3,generation3/sableye.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0757,Salandit,Poison,Fire,7-32,Common,Any,Any,Any,Any,Volcanic,,,,,,,,Natural,Gen 7,,"Monster, Dragon",9.9,Grounded,salandit-1,generation7/salandit.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0757,Salandit,Poison,Fire,7-32,Common,Any,0 - 7,Any,Any,"Badlands, Mountain",Volcanic,,,,Lava,,,Natural,Gen 7,,"Monster, Dragon",9.9,Grounded,salandit-2,generation7/salandit.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0757,Salandit,Poison,Fire,7-32,Common,Any,Any,Any,Any,Nether: Basalt,,,,,,,,Natural,Gen 7,,"Monster, Dragon",9.9,Grounded,salandit-3,generation7/salandit.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0757,Salandit,Poison,Fire,7-32,Common,Any,Any,Any,Any,Nether: Desert,,,,,,,,Natural,Gen 7,,"Monster, Dragon",5.94,Grounded,salandit-4,generation7/salandit.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0758,Salazzle,Poison,Fire,33-48,Common,Any,Any,Any,Any,Volcanic,,,,,,,,Natural,Gen 7,,"Monster, Dragon",0.1,Grounded,salazzle-1,generation7/salazzle.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0758,Salazzle,Poison,Fire,33-48,Common,Any,0 - 7,Any,Any,"Badlands, Mountain",Volcanic,,,,Lava,,,Natural,Gen 7,,"Monster, Dragon",0.1,Grounded,salazzle-2,generation7/salazzle.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0758,Salazzle,Poison,Fire,33-48,Common,Any,Any,Any,Any,Nether: Basalt,,,,,,,,Natural,Gen 7,,"Monster, Dragon",0.1,Grounded,salazzle-3,generation7/salazzle.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0758,Salazzle,Poison,Fire,33-48,Common,Any,Any,Any,Any,Nether: Desert,,,,,,,,Natural,Gen 7,,"Monster, Dragon",0.06,Grounded,salazzle-4,generation7/salazzle.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0503,Samurott,Water,-----,36-53,Ultra-Rare,Any,8 - 15,Any,Any,Beach,Freezing,,,,,,,Natural,Gen 5,Unova Regional,Field,0.1,Grounded,samurott-1,generation5/samurott.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0503,Samurott,Water,-----,36-53,Ultra-Rare,Any,8 - 15,Any,Any,Beach,Freezing,,,,,,,Water_Surface,Gen 5,Unova Regional,Field,0.1,Surface,samurott-2,generation5/samurott.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0503,Samurott Hisuian,Water,Dark,36-53,Ultra-Rare,Any,8 - 15,Any,Any,Coast,Beach,,,,,,,Natural,Gen 5,Unova Regional,Field,0.1,Grounded,samurott-hisuian-3,generation5/samurott.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0503,Samurott Hisuian,Water,Dark,36-53,Ultra-Rare,Any,8 - 15,Any,Any,Coast,Beach,,,,,,,Water_Surface,Gen 5,Unova Regional,Field,0.1,Surface,samurott-hisuian-4,generation5/samurott.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0503,Samurott Hisuian,Water,Dark,36-53,Ultra-Rare,Any,8 - 15,Any,Any,Snowy Beach,,,,,,,,Natural,Gen 5,Unova Regional,Field,0.1,Grounded,samurott-hisuian-5,generation5/samurott.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0503,Samurott Hisuian,Water,Dark,36-53,Ultra-Rare,Any,8 - 15,Any,Any,Snowy Beach,,,,,,,,Water_Surface,Gen 5,Unova Regional,Field,0.1,Surface,samurott-hisuian-6,generation5/samurott.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0551,Sandile,Ground,Dark,4-29,Common,Any,8 - 15,Any,Any,Desert,,,,,,,,"Natural, Wild",Gen 5,,Field,1.8,Grounded,sandile-1,generation5/sandile.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0027,Sandshrew,Ground,-----,5-30,Common,Any,Any,Any,Any,Sandy,,,,,,,,Natural,Gen 1,Kanto Regional,Field,9,Grounded,sandshrew-1,generation1/sandshrew.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0028,Sandslash,Ground,-----,22-45,Common,Any,Any,Any,Any,Sandy,,,,,,,,Natural,Gen 1,Kanto Regional,Field,1,Grounded,sandslash-1,generation1/sandslash.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0769,Sandygast Redsand,Ghost,Ground,15-32,Uncommon,MUST SEE,Any,Any,Any,Badlands,,,,,,,,,Gen 7,,Amorphous,7,Grounded,sandygast-redsand,generation7/sandygast.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0586,Sawsbuck,Normal,Grass,34-48,Common,Any,8 - 15,Any,Any,"Floral, Forest, Hills, Plains, Snowy Forest, Taiga",Savanna,,,,,,,"Natural, Wild",Gen 5,,Field,0.2,Grounded,sawsbuck-1,generation5/sawsbuck.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0586,Sawsbuck,Normal,Grass,34-48,Uncommon,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 5,,Field,1,Grounded,sawsbuck-2,generation5/sawsbuck.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0664,Scatterbug,Bug,-----,1-20,Common,Any,8 - 15,Any,Any,"Floral, Plains, Savanna",,,,,,,,"Natural, Foliage",Gen 6,,Bug,7,Grounded,scatterbug-1,generation6/scatterbug.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0664,Scatterbug,Bug,-----,1-20,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Bug,3,Grounded,scatterbug-2,generation6/scatterbug.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0254,Sceptile,Grass,-----,36-53,Ultra-Rare,Any,8 - 15,Any,Any,Jungle,,,,,,,,"Natural, Treetop",Gen 3,,"Monster, Dragon",0.1,Grounded,sceptile-1,generation3/sceptile.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0212,Scizor,Bug,Steel,45-50,Uncommon,Any,8 - 15,Day,Any,Jungle,,,,,,,,"Natural, Wild",Gen 2,,Bug,0.2,Grounded,scizor-1,generation2/scizor.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0545,Scolipede,Bug,Poison,30-49,Common,Any,8 - 15,Night,Any,Forest,,,,,,,,"Natural, Wild",Gen 5,,Bug,0.02,Grounded,scolipede-1,generation5/scolipede.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0545,Scolipede,Bug,Poison,30-49,Common,Any,8 - 15,Night,Any,Jungle,,,,,,,,"Natural, Wild",Gen 5,,Bug,0.06,Grounded,scolipede-2,generation5/scolipede.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0545,Scolipede,Bug,Poison,30-49,Common,Any,0 - 7,Any,Any,Lush,,,,,,,,Natural,Gen 5,,Bug,0.02,Grounded,scolipede-3,generation5/scolipede.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0545,Scolipede,Bug,Poison,30-49,Common,Any,Any,Any,Any,"Nether: Forest, Nether: Fungus",,,,,,,,"Natural, Wild",Gen 5,,Bug,0.06,Grounded,scolipede-4,generation5/scolipede.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0813,Scorbunny,Fire,-----,5-31,Ultra-Rare,Any,8 - 15,Any,Any,"Grassland, Tundra",,,,,,,,Natural,Gen 8,,"Field, Human_Like",9,Grounded,scorbunny-1,generation8/scorbunny.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0952,Scovillain,Grass,Fire,26-60,Common,MUST SEE,Any,Any,Any,Arid,,,,,,,,,Gen 9,,Grass,0.6,Grounded,scovillain-1,generation9/scovillain.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0985,Scream Tail,Fairy,Psychic,50-70,Ultra-Rare,Any,Any,Any,Any,Dripstone,,,,,,,,,Gen 9,Paradox,Undiscovered,3,Grounded,screamtail-1,generation9/screamtail.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0123,Scyther,Bug,Flying,25-50,Rare,Any,8 - 15,Day,Any,"Forest, Hills","Freezing, Spooky",,,,,,,"Natural, Wild",Gen 1,,Bug,1.8,Grounded,scyther-1,generation1/scyther.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0123,Scyther,Bug,Flying,25-50,Uncommon,Any,8 - 15,Day,Any,Jungle,,,,,,,,"Natural, Wild",Gen 1,,Bug,1.8,Grounded,scyther-2,generation1/scyther.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0117,Seadra,Water,-----,32-44,Common,MUST SEE,Any,Any,Any,"Lukewarm Ocean, Warm Ocean",,,,,,,,Underwater,Gen 1,,"Water_1, Dragon",0.18,Submerged,seadra-1,generation1/seadra.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0119,Seaking,Water,-----,33-45,Common,MUST SEE,Any,Any,Any,,,,,,,,,"River, Underwater",Gen 1,,Water_2,1,Submerged,seaking-1,generation1/seaking.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0273,Seedot,Grass,-----,1-22,Common,Any,8 - 15,Any,Any,Forest,,,,,,,,"Natural, Treetop",Gen 3,,"Field, Grass",5.4,Grounded,seedot-1,generation3/seedot.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0086,Seel,Water,-----,8-33,Common,Any,8 - 15,Any,Any,Frozen Ocean,,,,,,,,"Natural, Wild",Gen 1,,"Water_1, Field",9,Grounded,seel-1,generation1/seel.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0086,Seel,Water,-----,8-33,Common,MUST SEE,Any,Any,Any,Frozen Ocean,,,,,,,,Underwater,Gen 1,,"Water_1, Field",9,Submerged,seel-2,generation1/seel.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0537,Seismitoad,Water,Ground,36-47,Uncommon,MUST SEE,Any,Any,Any,River,,,,,,,,Underwater,Gen 5,,Water_1,0.5,Submerged,seismitoad-1,generation5/seismitoad.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0537,Seismitoad,Water,Ground,36-47,Uncommon,MUST SEE,Any,Any,Any,River,,,,,,,,Natural,Gen 5,,Water_1,0.5,Grounded,seismitoad-2,generation5/seismitoad.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0161,Sentret,Normal,-----,1-22,Common,Any,8 - 15,Any,Any,"Taiga, Temperate, Tundra",,,,,,,,Natural,Gen 2,,Field,9,Grounded,sentret-1,generation2/sentret.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0497,Serperior,Grass,-----,36-53,Ultra-Rare,Any,8 - 15,Any,Any,Jungle,,,,,,,,"Natural, Treetop",Gen 5,,"Field, Grass",0.1,Grounded,serperior-1,generation5/serperior.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0496,Servine,Grass,-----,17-41,Ultra-Rare,Any,8 - 15,Any,Any,Jungle,,,,,,,,"Natural, Treetop",Gen 5,,"Field, Grass",0.9,Grounded,servine-1,generation5/servine.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0540,Sewaddle,Bug,Grass,5-30,Uncommon,MUST SEE,Any,Day,Any,Forest,Spooky,,,,,,,Natural,Gen 5,,Bug,9,Grounded,sewaddle-1,generation5/sewaddle.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
